painting,emotion
orest-kiprensky_girl-wearing-the-poppy-wreath-1819,excitement
osman-hamdi_tavla-playing-zeybek,disgust
theodore-gericault_head-of-a-horseman,disgust
william-turner_rome-from-mount-aventine,awe
nicholas-roerich_the-kremlin-tower-of-novgorod-1903,awe
thomas-eakins_elizabeth-at-the-piano,sadness
max-slevogt_bathing-house-havel,sadness
peder-severin-kroyer_portrait-of-the-artist-s-wife-marie-1889,contentment
pierre-auguste-renoir_peaches,disgust
pierre-auguste-renoir_two-girls-in-the-garden-at-montmartre-1895,awe
theo-van-rysselberghe_holy-cross-church-at-ixelles-at-night-1886,excitement
hieronymus-bosch_christ-child-with-a-walking-frame,fear
vincent-van-gogh_sower-with-setting-sun-1888-1,excitement
john-everett-millais_portrait-of-mrs-james-wyatt,contentment
maxime-lalanne_ruins-of-the-gallien-palace,contentment
salvador-dali_portrait-of-sefiora-abadal-de-argemi,sadness
pyotr-konchalovsky_roses-in-a-glass,contentment
vincent-van-gogh_head-of-a-woman-1884,disgust
vincent-van-gogh_girl-with-shawl-half-figure-1883(1),fear
vladimir-makovsky_a-peasant-1897,excitement
william-adolphe-bouguereau_irene-1897,awe
sir-lawrence-alma-tadema_catullus-at-lesbia-s-1865,disgust
mary-cassatt_madame-meerson-and-her-daughter,disgust
piet-mondrian_flowers-sun,contentment
pablo-picasso_lola-1899,amusement
robert-julian-onderdonk_prickly-pear-in-blossom,contentment
willard-metcalf_fish-wharves-gloucester,contentment
petrus-christus_the-lamentation-1,sadness
vincent-van-gogh_paul-gauguin-s-armchair-1888,fear
jean-francois-millet_young-girl-playing-mandolin-1845,sadness
martin-johnson-heade_a-vase-of-corn-lilies-and-heliotrope-1863,awe
pyotr-konchalovsky_the-roses-by-the-window-1953,excitement
thomas-eakins_sailboats-racing-on-the-delaware-1874,excitement
vasily-perov_old-parents-visiting-the-grave-of-their-son-1874,sadness
vincent-van-gogh_head-of-a-peasant-woman-with-dark-cap-1885-1(1),sadness
vincent-van-gogh_peasant-woman-tossing-hay-seen-from-the-back-1885,contentment
lev-lagorio_sukhum-kale-1873,contentment
mary-cassatt_helene-de-septeuil-1889,sadness
nicolae-grigorescu_hard-road,sadness
paul-signac_the-seine-near-sevres,awe
pierre-auguste-renoir_by-the-fireside-1875,anger
pierre-auguste-renoir_study-for-girls-playing-with-a-shuttlecock,disgust
william-merritt-chase_the-big-oleander,contentment
william-merritt-chase_hide-and-seek,amusement
theodor-pallady_woman-in-black,awe
vincent-van-gogh_still-life-with-pears,awe
wassily-kandinsky_santa-marguerite-1906,sadness
john-singer-sargent_gladys-vanderbilt-1906,excitement
konstantin-makovsky_still-life-with-roses-and-knapweeds,contentment
pyotr-konchalovsky_a-boy-with-a-cock-1933,awe
pyotr-konchalovsky_portrait-of-hu-ji-pang-1945,awe
vasily-polenov_caesarian-fun-1879,fear
vladimir-makovsky_morning-tea-1891,sadness
vincent-van-gogh_churchyard-in-the-rain-1883(1),sadness
orest-kiprensky_portrait-of-an-officer-1813,awe
vasily-tropinin_portrait-of-v-s-eneva-1810,disgust
pericles-pantazis_supreme-court-1880,awe
pierre-auguste-renoir_young-woman-in-a-garden-cagnes-1905,contentment
thomas-eakins_photograph-1910-27,contentment
paul-gauguin_autumn-landscape-farm-and-pond-1877,amusement
paul-cezanne_olympia-1875,disgust
t.-c.-steele_okemo-mountain-ludlow-vermont-1887,contentment
pierre-auguste-renoir_portrait-of-the-countess-pourtales-1877,contentment
albrecht-durer_garment-studies,fear
vincent-van-gogh_field-and-ploughman-and-mill-1889(1),contentment
vincent-van-gogh_girl-with-ruffled-hair-the-mudlark-1888(1),amusement
john-singer-sargent_henry-james-1913,amusement
john-singer-sargent_mrs-frederick-barnard-1885,contentment
mykola-yaroshenko_portrait-of-p-strepetova-1886,sadness
nikolay-bogdanov-belsky_visitors-1,contentment
thomas-eakins_the-agnew-clinic-1889,awe
vasily-polenov_cathedral-of-the-annunciation-the-aisle-of-the-blessed-virgin-mary-chapel-1877,awe
vincent-van-gogh_the-state-lottery-1882,disgust
vladimir-makovsky_fisher-finland-1899,contentment
miklos-barabas_portrait-of-franz-liszt-1847,contentment
miklos-barabas_standing-portrait-of-l-szl-teleki-1861,contentment
william-turner_the-angel-standing-in-the-sun,disgust
william-shayer_cows-white-cow-standing,contentment
octav-bancila_muncind-p-m-ntul-1915,sadness
maurice-prendergast_ponte-della-paglia-also-known-as-marble-bridge-1899,excitement
philip-wilson-steer_beach-at-etaples-1887,awe
william-merritt-chase_portrait-of-fra-dana,awe
pierre-auguste-renoir_woman-s-head-1919,sadness
william-merritt-chase_nude-resting,contentment
stefan-luchian_florist,sadness
vincent-van-gogh_landscape-with-a-tree-in-the-foreground-1888,amusement
vincent-van-gogh_sheaves-of-wheat-1890-1,awe
john-everett-millais_message-from-the-sea,excitement
john-singer-sargent_olimpio-fusco,awe
nikolay-bogdanov-belsky_young-host,sadness
pierre-auguste-renoir_the-painter-alfred-sisley-1868,anger
vasily-perov_court-pugacheva-2,excitement
vincent-van-gogh_field-in-a-thunderstorm-1881(1),fear
vincent-van-gogh_orphan-man-with-cap-half-length-1883,sadness
vincent-van-gogh_peasant-woman-lifting-potatoes-4-1885,sadness
pavel-svinyin_niagara-falls,excitement
taras-shevchenko_portrait-of-the-unknown-woman-near-piano-1842,amusement
william-shayer_mouth-of-the-old-canal-1842,contentment
pierre-auguste-renoir_portrait-of-georges-riviere-1877,awe
pierre-auguste-renoir_walls-in-spain,contentment
vasily-surikov_seville-1910,contentment
sever-burada_balchik-noon,contentment
theo-van-rysselberghe_etude-pour-la-promenade,contentment
vincent-van-gogh_three-white-cottages-in-saintes-maries-1888,contentment
john-singer-sargent_alhambra-patio-de-la-reja-1879,contentment
mikhail-lebedev_ariccia-near-rome-1836,awe
vasily-perov_pugachev-escort-convoys-of-prisoners-1875,sadness
vasily-polenov_winter-1890,contentment
nikolai-ge_portrait-of-evdokiya-nikolaevna-kostycheva,sadness
robert-julian-onderdonk_a-spring-morning-1913,contentment
paul-cezanne_pot-of-flowers-1876,contentment
pierre-auguste-renoir_bather-drying-herself,sadness
vincent-van-gogh_orphan-man-wearing-a-blouse-with-broom-and-pipe-1882,anger
viktor-vasnetsov_winter,sadness
paul-cezanne_portrait-of-antoine-valabregue,amusement
william-merritt-chase_portrait-of-a-woman-1,excitement
william-holman-hunt_morning-hunt,contentment
sir-lawrence-alma-tadema_resting-1882,contentment
thomas-eakins_photograph-1910-12,excitement
maxime-maufra_fishermen-on-the-banks-of-the-loire-1889,contentment
pierre-auguste-renoir_gabrielle-in-a-straw-hat-1900,sadness
robert-julian-onderdonk_road-through-the-trees-1915,contentment
thomas-eakins_a-street-scene,sadness
william-merritt-chase_girl-in-white,sadness
vincent-van-gogh_portrait-of-patience-escalier-1888,awe
john-singer-sargent_an-interior-in-venice-1899,sadness
john-singer-sargent_self-portrait-1886,fear
mary-cassatt_mary-ellison-embroidering-1877,contentment
nikolay-bogdanov-belsky_portrait-of-maxim-gorky,contentment
thomas-eakins_portrait-of-mrs-kern-dodge-helen-peterson-greene-1904,fear
valentin-serov_portrait-of-the-artist-pavel-tchistyakov-1881,amusement
vincent-van-gogh_peasant-woman-working-with-a-long-stick-1885,sadness
vladimir-makovsky_evening-company,contentment
orest-kiprensky_apprentice,contentment
paul-cezanne_hortense-breast-feeding-paul-1872,awe
vasily-tropinin_kiseleva,amusement
viktor-vasnetsov_alyonushka-1881,contentment
pyotr-konchalovsky_study-1907,disgust
piet-mondrian_woman-and-child-in-front-of-a-farm,awe
pierre-auguste-renoir_midday-landscape-1,contentment
paul-cezanne_the-obstpfluckerin-1877,contentment
roger-fry_peonies-and-poppies-1929,contentment
pierre-auguste-renoir_the-edge-of-the-forest-in-brittany-1893,fear
santiago-rusinol_entrada-al-vinyet-1892,contentment
theo-van-rysselberghe_vase-of-flowers-1923,contentment
john-singer-sargent_betty-wertheimer,awe
janos-tornyai_young-woman-in-the-atelier-1904,disgust
pyotr-konchalovsky_apples-on-the-window-1932,contentment
kazimir-malevich_portrait-of-a-record-setter-in-work-productivity-1932,awe
theodore-rousseau_not_detected_198928,contentment
thomas-eakins_portrait-of-frances-eakins,sadness
vincent-van-gogh_man-with-top-hat-1882,disgust
vasily-vereshchagin_monastery-in-a-rock-ladakh-1875,amusement
winslow-homer_fishergirl-baiting-lines,contentment
pavel-svinyin_view-of-washington,contentment
thomas-moran_canyon-walls-yellowstone-sketch-1871,contentment
william-turner_ivy-bridge-devonshire,contentment
mary-cassatt_in-the-garden,amusement
maurice-prendergast_splash-of-sunshine-and-rain-1899,excitement
paul-gauguin_donkey-by-lane-1885,contentment
pierre-auguste-renoir_amelie-dieterie-in-a-white-hat,awe
pierre-auguste-renoir_la-grenouillere-1869,contentment
samuel-mutzner_n-gr-din,sadness
valentin-serov_sofia-vladimirovna-born-glebova,excitement
hans-memling_annunciation-1467,awe
john-henry-twachtman_tuckerman-s-ravine,awe
vincent-van-gogh_the-spinner-after-millet-1889,sadness
konstantin-makovsky_the-moscow-show-booths,excitement
konstantin-makovsky_illumination-of-moscow-on-the-occasion-of-the-coronation-in-1883,excitement
robert-brackman_an-etude-in-gray-2,contentment
pyotr-konchalovsky_still-life-delphinium-1937,contentment
vasily-surikov_stepan-razin,fear
vincent-van-gogh_lap-with-hands-and-a-bowl,contentment
vincent-van-gogh_woman-peeling-potatoes-near-a-window-1881,contentment
winslow-homer_ile-malin,excitement
taras-shevchenko_in-pereiaslav-the-church-of-the-intercession-1845,disgust
nicholas-roerich_ozertitsy-lakes-1893,sadness
nicholas-roerich_wolves-1,excitement
max-kurzweil_good-bay,sadness
paul-signac_the-jetty,contentment
pierre-auguste-renoir_dedee-in-spanish-dress-1917,disgust
t.-c.-steele_a-corner-in-the-old-kitchen-of-the-mittenheim-cloister-1883,sadness
walter-battiss_old-chelsea-new-york,excitement
stefan-luchian_moine-ti,sadness
vincent-van-gogh_landscape-with-the-oise-1890-1,fear
vincent-van-gogh_the-outskirts-of-paris-1886,fear
walter-battiss_tahitian-boat-ii,anger
pyotr-konchalovsky_bouquet,excitement
vasily-vereshchagin_kokand-soldier-1870,awe
vasily-polenov_dead-sea-1882,contentment
vincent-van-gogh_still-life-with-coffee-mill-pipe-case-and-jug-1884,fear
rudolf-von-alt_lower-austrian-country-house-in-vienna-viewed-from-minoritenplatz-1845,excitement
paul-cezanne_the-kiss-of-the-muse,awe
nicolae-vermont_the-red-scarf-1925,sadness
pierre-auguste-renoir_young-girl-with-a-dog-1888,contentment
maxime-maufra_the-old-mill-the-andelys,awe
nicolae-darascu_landscape-from-arge,contentment
pierre-auguste-renoir_still-life-with-apples-and-pears-1903,disgust
pierre-auguste-renoir_sugar-bowl-and-earthenware-bowl,fear
william-merritt-chase_portrait-of-dorothy,sadness
william-merritt-chase_shinnecock-landscape,contentment
vincent-van-gogh_moulin-de-la-galette-1886,contentment
john-singer-sargent_sybil-frances-grey-later-lady-eden-1905,awe
konstantin-makovsky_christmas-fortune-telling,contentment
pyotr-konchalovsky_lilac-1951,contentment
pyotr-konchalovsky_the-night-watchman-with-a-dog-ivan-payala-1923,contentment
vasily-surikov_on-boat-study-to-the-conquest-of-siberia-by-yermak,contentment
vasily-vereshchagin_gulja-chinese,fear
vincent-van-gogh_stocky-man-1885,fear
vincent-van-gogh_weaver-with-a-baby-in-a-highchair-1884,contentment
rudolf-von-alt_the-tomb-of-emperor-frederick-iii-in-the-stephansdom-in-vienna-1895,awe
taras-shevchenko_stone-crosses-in-subotiv-1845,sadness
nikolay-bogdanov-belsky_portrait-of-artist-s-wife,amusement
lovis-corinth_bowling-alley-1913,excitement
max-liebermann_dune-near-nordwijk-with-child-1906,contentment
paul-gauguin_portrait-of-claude-antoine-charles-favre-1877,contentment
pierre-auguste-renoir_madame-leon-clapisson-marie-henriette-valentine-billet-1883,excitement
pierre-auguste-renoir_two-women-s-heads-the-loge-1903,contentment
umberto-boccioni_self-portrait-1908,sadness
winston-churchill_a-view-at-mimizan(1),contentment
winston-churchill_view-on-the-river-var,contentment
hieronymus-bosch_the-ascent-into-the-empyrean-or-highest-heaven,fear
vincent-van-gogh_farmhouse-in-a-wheat-field-1888-1(1),contentment
john-lewis-krimmel_blind-man-s-bluff,contentment
jean-francois-millet_louise-antoinette-feuardent-1841,sadness
mykola-pymonenko_young-woman,amusement
vasily-perov_caretaker-letting-an-apartment-to-a-lady-1878,anger
vasily-perov_wanderer-1859,awe
vincent-van-gogh_snowy-landscape-with-stooping-woman-1883,fear
vincent-van-gogh_head-of-a-young-man-with-a-pipe,contentment
n.c.-wyeth_king-mark-slew-the-noble-knight-sir-tristram,excitement
orest-kiprensky_portrait-of-aleksey-ivanovich-korsakov-1808,contentment
william-turner_two-recumbent-nude,contentment
theodore-rousseau_snowy-path-through-a-wood-in-the-forest-of-fontainebleau,excitement
nicholas-roerich_windows-of-the-house-of-xvii-century-1903,contentment
marianne-north_view-of-both-falls-of-niagara-1871,awe
micaela-eleutheriade_dealuri-la-balcic,contentment
pierre-auguste-renoir_portrait-of-a-woman-1915,amusement
valentin-serov_portrait-of-the-artist-isaac-levitan-1900,contentment
wilhelm-leibl_strickende-m-dchen-auf-der-ofenbank-1895,contentment
vincent-van-gogh_interior-of-a-restaurant-1887,excitement
vincent-van-gogh_memory-of-the-garden-at-etten-1888,sadness
john-singer-sargent_miss-frances-sherborne-ridley-watts-1877,contentment
john-singer-sargent_mrs-knowles-and-her-children-1902,contentment
salvador-dali_three-apparitions-of-the-visage-of-gala,sadness
valentin-serov_portrait-of-actress-m-ya-van-zandt-in-a-marriage-cherinova-1886,contentment
vasily-polenov_head-of-jewish-man-1884,amusement
vasily-vereshchagin_the-children-of-the-tribe-solonov-1870,contentment
volodymyr-orlovsky_at-the-field-1890,contentment
maxim-vorobiev_view-of-church-of-the-nativity-in-1833-1833,awe
pierre-paul-prud'hon_portrait-of-constance-mayer-1804,fear
vasily-tropinin_girl-with-a-candle,contentment
william-turner_keyes-mill,contentment
pierre-auguste-renoir_young-girls-on-the-beach-1898,contentment
mary-cassatt_little-girl-in-a-blue-armchair-1878,contentment
mikhail-nesterov_autumn-in-a-village-1942,contentment
peder-severin-kroyer_marie-and-her-mother-in-the-garden-1891,contentment
pierre-auguste-renoir_two-women-with-umbrellas,sadness
theodor-pallady_rose-mallow,contentment
william-james-glackens_flowers-in-a-quimper-pitcher-1930,contentment
pieter-bruegel-the-elder_ice-skating-before-the-gate-of-saint-george-antwerp-1553,amusement
vincent-van-gogh_peasant-woman-binding-sheaves-after-millet-1889,sadness
vincent-van-gogh_pine-trees-near-the-wall-of-the-asylum-1889,fear
konstantin-makovsky_female-portrait-2,sadness
john-singer-sargent_portrait-of-two-children-1887,contentment
vasily-polenov_portrait-of-a-p-bogolyubov-1890,sadness
pyotr-konchalovsky_still-life-wildflowers-1950,contentment
thomas-cole_catskill-landscape-1846,awe
taras-shevchenko_portrait-of-p-v-engelgart-1833,fear
vasily-perov_paris-sharmanschitsa-sketch-1863,contentment
vincent-van-gogh_gasworks-1882(1),fear
wilhelm-leibl_in-erwartung-1898,sadness
mary-cassatt_the-family-1893,disgust
lovis-corinth_portrait-of-sophie-cassirer-1906,contentment
panayiotis-tetsis_composition-with-girl-and-still-life(1),anger
pierre-auguste-renoir_lemons-1912,excitement
pierre-auguste-renoir_landscape-16,disgust
roger-fry_portrait-of-edith-sitwell-1918,contentment
william-merritt-chase_back-of-a-nude,awe
jean-fouquet_martyrdom-of-st-andrew-before-the-proconsul-egeas,sadness
theo-van-rysselberghe_maria-van-rysselberghe-in-jersey-1907,contentment
vincent-van-gogh_trees-in-a-field-on-a-sunny-day-1887,contentment
vladimir-dimitrov_unknown-title-25,amusement
m.c.-escher_not_detected_204686,fear
nikolaos-gyzis_after-the-memorial-service-1883,sadness
theodor-severin-kittelsen_bjoernen-og-reven(2),amusement
thomas-eakins_the-biglin-brothers-racing-1873,contentment
vasily-perov_naushnitsa-before-the-storm-1874,fear
vincent-van-gogh_a-girl-in-a-wood-1882(1),contentment
volodymyr-orlovsky_midday,contentment
orest-kiprensky_portrait-of-prince-georgy-petrovich-oldenburgsky-1811,amusement
taras-shevchenko_bohdan-s-church-in-subotiv-1845,contentment
william-merritt-chase_woman-in-white,contentment
vincent-van-gogh_sheet-with-numerous-figure-sketches-1890,excitement
vladimir-dimitrov_unknown-title-10,disgust
vincent-van-gogh_young-man-with-a-hat-1888,sadness
nikolay-bogdanov-belsky_portrait-of-an-unknown-lady-in-a-black-kerchief-with-a-lacy-collar,amusement
mikhail-nesterov_portrait-of-ivan-shadr-1934,amusement
vasily-perov_portrait-of-the-historian-mikhail-petrovich-pogodin-1872,excitement
vasily-polenov_s-i-mamontov-p-a-spiro-at-the-piano-1882,contentment
nicolae-grigorescu_mountaineer,contentment
pierre-auguste-renoir_young-woman-taking-a-walk,awe
nikolay-bogdanov-belsky_children-on-a-horse,contentment
pierre-auguste-renoir_madame-alphonse-daudet-1876,excitement
roger-fry_carpentras-provence-1930,contentment
pierre-auguste-renoir_the-daughters-of-catulle-mendes-1888,contentment
vincent-van-gogh_head-of-a-woman-1883,sadness
vincent-van-gogh_head-of-a-peasant-woman-with-brownish-cap-1885(1),sadness
orest-kiprensky_dreamer,contentment
orest-kiprensky_portrait-of-sophie-rostopchine-1823,contentment
vasily-polenov_droit-du-seigneur-1874,sadness
thomas-eakins_nude-woman-standing,fear
laszlo-mednyanszky_watering-1880,contentment
paul-gauguin_tree-in-the-farm-yard-1874-1,contentment
peder-severin-kroyer_marie-in-red-dress-1890,contentment
pierre-auguste-renoir_vase-of-lilacs-and-roses,awe
pierre-auguste-renoir_sailboats-at-argenteuil,disgust
santiago-rusinol_la-butte,contentment
william-merritt-chase_weary-aka-who-rang,awe
rogier-van-der-weyden_polyptych-with-the-nativity,awe
james-tissot_the-portico-of-the-national-gallery-london,excitement
jehan-georges-vibert_scramble-for-the-lunch,amusement
mikhail-lebedev_in-a-park,awe
martiros-saryan_fruits-and-vegetables-1942,contentment
pyotr-konchalovsky_two-standing-models-1934,contentment
thomas-eakins_portrait-of-dr-edward-anthony-spitzka,fear
theodore-chasseriau_le-coucher-de-desd-mone-1841,awe
william-turner_interior-of-fountains-abbey-yorkshire,awe
vasily-surikov_view-of-moscow-1908,awe
vincent-van-gogh_girl-near-the-stove-grinding-coffee-1882(1),contentment
william-adolphe-bouguereau_reverie-1894,contentment
pavel-svinyin_the-tomb-of-george-washington,excitement
mary-cassatt_maternity,awe
paul-gauguin_banks-of-the-oise-1881,contentment
pierre-auguste-renoir_bouquet-of-roses,contentment
robert-julian-onderdonk_bluebonnets-in-texas-1915,excitement
robert-julian-onderdonk_mountain-laurel-in-bloom,awe
vasile-popescu_sewer,sadness
william-merritt-chase_colesberry-purves,contentment
vincent-van-gogh_churches-at-petersham-and-turnham-green(1),awe
vincent-van-gogh_people-walking-in-front-of-snow-covered-cottage-1890,sadness
vincent-van-gogh_zouave-1888-1(1),fear
martiros-saryan_armenia-1944,awe
nikolay-bogdanov-belsky_child-sitting-a-table,amusement
vasily-polenov_red-sail-1911,fear
theodore-rousseau_landscape-in-the-auvergne-1830,fear
vasily-vereshchagin_dervishes-in-holiday-costumes-tashkent-1870,contentment
vincent-van-gogh_plate-with-cutlery-and-a-kettle-1885,contentment
wilhelm-leibl_die-spinnerin-1892,contentment
thomas-cole_a-wild-scene-1832,awe
sir-lawrence-alma-tadema_self-portrait-1896,anger
max-liebermann_ulrich-von-wilamowitz-moellendorff-1915,contentment
lovis-corinth_lake-lucerne-morning-1924,contentment
pierre-auguste-renoir_flowers-in-a-vase-with-blue-decoration,contentment
pierre-auguste-renoir_bather-drying-her-leg,excitement
rudolf-schweitzer-cumpana_rancu-cu-ulcior-1940,fear
robert-julian-onderdonk_sunlight-after-rain-1921,awe
stefan-luchian_the-last-autumn-race-1892,contentment
william-merritt-chase_a-sunny-day-at-shinnecock-bay,contentment
vincent-van-gogh_study-of-pine-trees-1889(1),disgust
victor-borisov-musatov_three-ladies-on-the-terrace-1903,awe
john-singer-sargent_hercules-brabazon-brabazon,contentment
jean-francois-millet_farm-near-vichy,amusement
nikolay-bogdanov-belsky_farewell-of-a-new-soldier,contentment
mikhail-lebedev_arricia-near-rome-1835,contentment
valentin-serov_portrait-of-anna-pavlova-1909,contentment
vasily-vereshchagin_turkestan-officer-when-there-will-no-campaign-1873,sadness
orest-kiprensky_landscape-with-a-well-1810,contentment
sir-lawrence-alma-tadema_an-exedra-1869,sadness
thomas-moran_cresheim-glen-wissahickon-autumn-1864,awe
vincent-van-gogh_poplar-trees-1884,contentment
volodymyr-orlovsky_summer-day-in-ukraine-1892,awe
maurice-prendergast_children-on-a-raft-1896,excitement
laszlo-mednyanszky_tarn-in-the-tatra,contentment
pierre-auguste-renoir_bouquet-of-roses-1,excitement
paul-gauguin_portrait-of-isidore-gauguin-1884,contentment
winston-churchill_view-of-the-loggia-at-chartwell,contentment
vincent-van-gogh_portrait-of-the-art-dealer-alexander-reid-sitting-in-an-easy-chair,disgust
john-singer-sargent_mrs-richard-h-derby-1888,contentment
nikolaos-gyzis_table-or-bread-1880,disgust
pyotr-konchalovsky_house-in-knobs-1933,contentment
theodore-rousseau_loire,contentment
vasily-surikov_portrait-of-mother-1894,contentment
volodymyr-orlovsky_edge-of-a-wood,contentment
orest-kiprensky_dark-haired-beautiful-woman-in-an-ermine-mantle,contentment
rudolf-von-alt_the-spittler-in-nuremberg-1856(1),contentment
theodore-gericault_scene-of-the-deluge,fear
mary-cassatt_marie-therese-gaillard-1894,sadness
leon-dabo_a-study-of-talloires-1939,awe
pierre-auguste-renoir_at-the-moulin-de-la-galette,excitement
robert-julian-onderdonk_purple-hills,contentment
willard-metcalf_pasture-old-lyme,contentment
william-james-glackens_washington-square-1910,contentment
tarsila-do-amaral_blue-hat-1922,contentment
vincent-van-gogh_portrait-of-a-woman-1887,fear
julius-leblanc-stewart_spanish-girl-1875(1),sadness
mihaly-munkacsy_churning-woman-1873,sadness
sergey-solomko_by-the-fence,contentment
theodor-severin-kittelsen_fra-lofoten,excitement
vasily-vereshchagin_himalayas-the-main-peak-1875,awe
vasily-vereshchagin_lake-issyk-kul-in-the-evening-1870,contentment
volodymyr-orlovsky_in-italy-1876,awe
lev-lagorio_on-the-island-of-capri-coastal-cliffs-1859,awe
taras-shevchenko_askold-s-grave-1846,contentment
taras-shevchenko_self-portrait-1841,fear
pierre-auguste-renoir_at-the-luxembourg-gardens-1883,excitement
pierre-auguste-renoir_the-luncheon-of-the-boating-party-1881,fear
theophrastos-triantafyllidis_seated-nude,awe
winston-churchill_sunset-over-the-sea(1),awe
stefan-luchian_inn-without-clients,contentment
vincent-van-gogh_a-bare-treetop-in-the-garden-of-the-asylum-1889(1),excitement
jean-francois-millet_the-sower-1850(1),amusement
jean-francois-millet_landscape-with-two-peasant-women,sadness
konstantin-somov_portrait-of-anna-ostroumova-lebedeva-1901,amusement
konstantinos-volanakis_argo(4),excitement
robert-brackman_somewhere-in-america-1934,sadness
vasily-polenov_the-temple-of-isis-on-philae-island-1882,excitement
lovis-corinth_portrait-of-charlotte-berend-in-white-dress-1902,amusement
mary-cassatt_the-bath,contentment
paul-gauguin_watering-place-1885-1,sadness
vincent-van-gogh_girl-in-white-in-the-woods-1882(1),fear
viktor-vasnetsov_prologue-1885,contentment
william-adolphe-bouguereau_bacchante-1899,excitement
n.c.-wyeth_the-passing-of-robin-hood,fear
sir-lawrence-alma-tadema_sculptors-in-ancient-rome-1877,awe
pyotr-konchalovsky_landscape-a-field-1921,excitement
vasily-polenov_went-into-the-hill-country-1894,contentment
theodore-rousseau_not_detected_198939,contentment
octav-angheluta_reading,contentment
pierre-auguste-renoir_cagnes-landscape-1910,sadness
pierre-auguste-renoir_stephane-mallarme-1892,anger
rudolf-schweitzer-cumpana_la-ghicitoare-1921,amusement
william-merritt-chase_portrait-of-martha-walter,sadness
william-merritt-chase_near-the-beach-shinnecock,contentment
vincent-van-gogh_a-woman-walking-in-garden-1887(1),contentment
vincent-van-gogh_head-of-a-girl-1888(1),disgust
johan-hendrik-weissenbruch_landscape-at-noorden,awe
john-singer-sargent_mrs-charles-fairchild-1887,awe
nikolay-bogdanov-belsky_music-lesson,sadness
vasily-surikov_granada-alhambra-1910,awe
vincent-van-gogh_lap-with-hands,contentment
louis-janmot_po-me-de-l-me-4-le-printemps,contentment
orest-kiprensky_sitter-1803,awe
vasily-tropinin_portrait-of-nikolai-ivanovich-and-nadezhda-mikhailovna,contentment
viktor-vasnetsov_three-tsarevnas-of-the-underground-kingdom-1879,awe
piet-mondrian_geinrust-farm-compositional-study-1906,awe
mary-cassatt_maternal-kiss-1896,awe
paul-gauguin_suzanne-sewing-study-of-a-nude-1880,sadness
pierre-auguste-renoir_the-estaque-1882,excitement
pierre-auguste-renoir_two-women-in-red-robes-1895,contentment
winston-churchill_a-storm-over-cannes(1),contentment
william-merritt-chase_the-red-roofs-of-haarlem-aka-a-street-in-holland,contentment
vincent-van-gogh_portrait-of-patience-escalier-1888-1,sadness
hieronymus-bosch_hell-fall-of-the-damned-1504,fear
leon-bonnat_madame-pasca-1874,contentment
martiros-saryan_self-portrait-1968,fear
theodore-rousseau_edge-of-the-loire-1855,contentment
pyotr-konchalovsky_the-tops-of-the-birches-1940,contentment
vasily-vereshchagin_street-in-the-village-hodzhagent-1868,contentment
viktor-vasnetsov_portrait-of-mikhail-nesterov-1926-1,amusement
william-adolphe-bouguereau_bacchante-1894,contentment
theodore-gericault_horse-frightened-by-lightning,awe
rudolf-von-alt_hoher-dachstein-from-lower-gosau-1838,awe
pierre-auguste-renoir_young-girls-by-the-sea-1894-1,contentment
mary-cassatt_portrait-of-charles-dikran-kelekian-1910,amusement
paul-gauguin_still-life-with-a-mandolin-1885,contentment
pierre-auguste-renoir_the-bay-of-algiers-1881,contentment
pierre-auguste-renoir_woman-and-child-in-a-garden-1880,contentment
william-merritt-chase_terrace-prospect-park,contentment
willard-metcalf_white-lilacs,contentment
vanessa-bell_arum-lilies-1919,contentment
vincent-van-gogh_standing-male-nude-1887,sadness
vincent-van-gogh_pine-trees-seen-against-the-wall-of-the-asylum-1889,amusement
julius-leblanc-stewart_portrait-of-laure-hayman-1882(1),amusement
konstantin-makovsky_still-life-1,awe
pyotr-konchalovsky_still-life-grapes-and-pomegranates-1928,contentment
theodore-gericault_dead-cat,contentment
vasily-surikov_self-portrait-1902,awe
vasily-perov_portrait-of-a-f-pysems-kogo-1869,amusement
vincent-van-gogh_peasant-with-sickle-seen-from-the-back-1885-5,fear
william-adolphe-bouguereau_psyche-and-amour-1889,awe
polychronis-lembesis_portrait-of-a-girl,awe
thomas-cole_a-view-near-tivoli-morning-1832,awe
nicolae-vermont_two-workers-on-strike,sadness
nikolai-ge_not_detected_252977,awe
pierre-auguste-renoir_dead-pheasant-in-the-snow-1879,sadness
pierre-auguste-renoir_the-rose-garden-at-wargemont-1879,contentment
william-merritt-chase_i-am-going-to-see-grandma-aka-mrs-chase-and-child,sadness
samuel-mutzner_iarmaroc-de-mo-i-1940,anger
vincent-van-gogh_the-baby-marcelle-roulin-1888,fear
vladimir-dimitrov_unknown-title-26,contentment
vincent-van-gogh_pasture-in-bloom-1887,awe
mykola-pymonenko_off-to-war-1902,sadness
pyotr-konchalovsky_katya-with-a-doll-by-the-window-1936,contentment
valentin-serov_peasant-woman-in-a-cart-1896,contentment
vasily-perov_wandering-in-a-field-1879,sadness
vincent-van-gogh_head-of-a-woman-7(1),sadness
vincent-van-gogh_peasant-lifting-potatoes-2-1885,excitement
paul-cezanne_head-of-an-old-man,contentment
theodore-gericault_marie-de-medici-at-pont-de-ce,awe
william-turner_the-decline-of-the-carthaginian-empire-1,awe
